Irányítószám,Település,Megye
4338,Papos,Szabolcs-Szatmár-Bereg
7838,Páprád,Baranya
3244,Parád,Heves
3240,Parád,Heves
3242,Parádsasvár,Heves
3777,Parasznya,Borsod-Abaúj-Zemplén
4475,Paszab,Szabolcs-Szatmár-Bereg
3065,Pásztó,Nógrád
3082,Pásztó,Nógrád
3060,Pásztó,Nógrád
9311,Pásztori,Gyõr-Moson-Sopron
8825,Pat,Zala
2648,Patak,Nógrád
7463,Patalom,Somogy
7923,Patapoklosi,Baranya
7477,Patca,Somogy
8092,Pátka,Fejér
7536,Patosfa,Somogy
4523,Pátroha,Szabolcs-Szatmár-Bereg
2668,Patvarc,Nógrád
2071,Páty,Pest
4766,Pátyod,Szabolcs-Szatmár-Bereg
2476,Pázmánd,Fejér
9085,Pázmándfalu,Gyõr-Moson-Sopron
2119,Pécel,Pest
9754,Pecöl,Vas
7693,Pécs,Baranya
7691,Pécs,Baranya
7600,Pécs,Baranya
7621,Pécs,Baranya
7622,Pécs,Baranya
7623,Pécs,Baranya
7624,Pécs,Baranya
7625,Pécs,Baranya
7626,Pécs,Baranya
7627,Pécs,Baranya
7628,Pécs,Baranya
7629,Pécs,Baranya
7630,Pécs,Baranya
7631,Pécs,Baranya
7632,Pécs,Baranya
7633,Pécs,Baranya
7634,Pécs,Baranya
7635,Pécs,Baranya
7636,Pécs,Baranya
7951,Pécsbagota,Baranya
7766,Pécsdevecser,Baranya
8245,Pécsely,Veszprém
7762,Pécsudvard,Baranya
7720,Pécsvárad,Baranya
7831,Pellérd,Baranya
3381,Pély,Heves
2614,Penc,Pest
4267,Penészlek,Szabolcs-Szatmár-Bereg
4941,Penyige,Veszprém
8426,Pénzesgyõr,Szabolcs-Szatmár-Bereg
9099,Pér,Gyõr-Moson-Sopron
2074,Perbál,Pest
3853,Pere,Borsod-Abaúj-Zemplén
3821,Perecse,Borsod-Abaúj-Zemplén
7664,Pereked,Baranya
9722,Perenye,Vas
9734,Peresznye,Vas
9484,Pereszteg,Gyõr-Moson-Sopron
2431,Perkáta,Fejér
3756,Perkupa,Borsod-Abaúj-Zemplén
2637,Perõcsény,Pest
7766,Peterd,Baranya
7582,Péterhida,Somogy
2209,Péteri,Pest
3250,Pétervására,Heves
8105,Pétfürdõ,Veszprém
8921,Pethõhenye,Zala
4542,Petneháza,Szabolcs-Szatmár-Bereg
3023,Petõfibánya,Heves
6113,Petõfiszállás,Bács-Kiskun
9443,Petõháza,Gyõr-Moson-Sopron
9826,Petõmihályfa,Vas
8984,Petrikeresztúr,Zala
8866,Petrivente,Zala
7980,Pettend,Baranya
3134,Piliny,Nógrád
2721,Pilis,Pest
2097,Pilisborosjenõ,Pest
2087,Piliscsaba,Pest
2081,Piliscsaba,Pest
2519,Piliscsév,Komárom-Esztergom
2080,Pilisjászfalu,Pest
2028,Pilismarót,Komárom-Esztergom
2095,Pilisszántó,Pest
2084,Pilisszentiván,Pest
2099,Pilisszentkereszt,Pest
2098,Pilisszentkereszt,Pest
2009,Pilisszentlászló,Pest
2085,Pilisvörösvár,Pest
7084,Pincehely,Tolna
9922,Pinkamindszent,Vas
9481,Pinnye,Gyõr-Moson-Sopron
4375,Piricse,Szabolcs-Szatmár-Bereg
6414,Pirtó,Bács-Kiskun
7838,Piskó,Baranya
6914,Pitvaros,Csongrád
7756,Pócsa,Baranya
4125,Pocsaj,Hajdú-Bihar
2017,Pócsmegyer,Pest
4327,Pócspetri,Szabolcs-Szatmár-Bereg
7666,Pogány,Baranya
8728,Pogányszentpéter,Somogy
8932,Pókaszepetk,Zala
7458,Polány,Somogy
4090,Polgár,Hajdú-Bihar
8153,Polgárdi,Fejér
8155,Polgárdi,Fejér
8154,Polgárdi,Fejér
8929,Pölöske,Pest
8773,Pölöskefõ,Szabolcs-Szatmár-Bereg
2013,Pomáz,Vas
7142,Pörböly,Heves
4761,Porcsalma,Vas
8956,Pördefölde,Somogy
9796,Pornóapáti,Somogy
3388,Poroszló,Somogy
9612,Porpác,Zala
8858,Porrog,Veszprém
8858,Porrogszentkirály,Vas
8858,Porrogszentpál,Somogy
8986,Pórszombat,Gyõr-Moson-Sopron
8429,Porva,Zala
9636,Pósfa,Zala
7977,Potony,Tolna
8767,Pötréte,Zala
9324,Potyond,Zala
3925,Prügy,Borsod-Abaúj-Zemplén
8291,Pula,Veszprém
9235,Püski,Zala
2682,Püspökhatvan,Nógrád
4150,Püspökladány,Gyõr-Moson-Sopron
9776,Püspökmolnári,Vas
2166,Püspökszilágy,Szabolcs-Szatmár-Bereg
8986,Pusztaapáti,Zala
2658,Pusztaberki,Borsod-Abaúj-Zemplén
9373,Pusztacsalád,Békés
9739,Pusztacsó,Tolna
4565,Pusztadobos,Somogy
8946,Pusztaederics,Zala
3995,Pusztafalu,Csongrád
5919,Pusztaföldvár,Veszprém
7038,Pusztahencse,Jász-Nagykun-Szolnok
8707,Pusztakovácsi,Békés
8895,Pusztamagyaród,Borsod-Abaúj-Zemplén
6785,Pusztamérges,Fejér
8455,Pusztamiske,Somogy
5125,Pusztamonostor,Zala
5665,Pusztaottlaka,Csongrád
3874,Pusztaradvány,Pest
2490,Pusztaszabolcs,Fejér
8619,Pusztaszemes,Pest
8896,Pusztaszentlászló,Borsod-Abaúj-Zemplén
6769,Pusztaszer,Gyõr-Moson-Sopron
2378,Pusztavacs,Pest
8066,Pusztavám,Hajdú-Bihar
2039,Pusztazámor,Vas
3630,Putnok,Pest
9313,Rábacsanak,Gyõr-Moson-Sopron
9136,Rábacsécsény,Gyõr-Moson-Sopron
9961,Rábagyarmat,Vas
9777,Rábahidvég,Vas
9344,Rábakecöl,Gyõr-Moson-Sopron
9142,Rábapatona,Gyõr-Moson-Sopron
9641,Rábapaty,Vas
9146,Rábapordány,Gyõr-Moson-Sopron
9327,Rábasebes,Gyõr-Moson-Sopron
9316,Rábaszentandrás,Gyõr-Moson-Sopron
9135,Rábaszentmihály,Gyõr-Moson-Sopron
9133,Rábaszentmiklós,Gyõr-Moson-Sopron
9322,Rábatamási,Gyõr-Moson-Sopron
9766,Rábatöttös,Vas
9165,Rábcakapi,Gyõr-Moson-Sopron
2459,Rácalmás,Fejér
2465,Ráckeresztúr,Fejér
2300,Ráckeve,Pest
2613,Rád,Pest
7817,Rádfalva,Baranya
9784,Rádóckölked,Vas
3776,Radostyán,Borsod-Abaúj-Zemplén
3724,Ragály,Borsod-Abaúj-Zemplén
9224,Rajka,Gyõr-Moson-Sopron
3825,Rakaca,Borsod-Abaúj-Zemplén
3826,Rakacaszend,Borsod-Abaúj-Zemplén
4465,Rakamaz,Szabolcs-Szatmár-Bereg
5085,Rákóczifalva,Jász-Nagykun-Szolnok
5084,Rákócziújfalu,Jász-Nagykun-Szolnok
7464,Ráksi,Somogy
8973,Ramocsa,Zala
4536,Ramocsaháza,Szabolcs-Szatmár-Bereg
4756,Rápolt,Szabolcs-Szatmár-Bereg
8300,Raposka,Veszprém
3833,Rásonysápberencs,Borsod-Abaúj-Zemplén
3908,Rátka,Borsod-Abaúj-Zemplén
9951,Rátót,Vas
9091,Ravazd,Gyõr-Moson-Sopron
3245,Recsk,Heves
2886,Réde,Komárom-Esztergom
8978,Rédics,Zala
3893,Regéc,Borsod-Abaúj-Zemplén
7833,Regenye,Baranya
7193,Regöly,Tolna
6446,Rém,Bács-Kiskun
2094,Remeteszõlõs,Pest
3559,Répáshuta,Borsod-Abaúj-Zemplén
9653,Répcelak,Vas
9375,Répceszemere,Gyõr-Moson-Sopron
9623,Répceszentgyörgy,Vas
9475,Répcevis,Gyõr-Moson-Sopron
8977,Resznek,Zala
9074,Rétalap,Gyõr-Moson-Sopron
4525,Rétközberencs,Szabolcs-Szatmár-Bereg
2651,Rétság,Nógrád
8253,Révfülöp,Veszprém
3976,Révleányvár,Borsod-Abaúj-Zemplén
8373,Rezi,Zala
3974,Ricse,Borsod-Abaúj-Zemplén
8348,Rigács,Veszprém
8883,Rigyác,Zala
3177,Rimóc,Nógrád
7552,Rinyabesenyõ,Somogy
7527,Rinyakovácsi,Somogy
7513,Rinyaszentkirály,Somogy
7556,Rinyaújlak,Somogy
7584,Rinyaújnép,Somogy
4563,Rohod,Szabolcs-Szatmár-Bereg
9451,Röjtökmuzsaj,Veszprém
8434,Románd,Nógrád
2654,Romhány,Baranya
7743,Romonya,Baranya
9954,Rönök,Szabolcs-Szatmár-Bereg
6758,Röszke,Heves
7914,Rózsafa,Gyõr-Moson-Sopron
4971,Rozsály,Vas
3033,Rózsaszentmárton,Csongrád
3733,Rudabánya,Borsod-Abaúj-Zemplén
3742,Rudolftelep,Borsod-Abaúj-Zemplén
9766,Rum,Vas
6786,Ruzsa,Csongrád
3162,Ságújfalu,Nógrád
8654,Ságvár,Somogy
3792,Sajóbábony,Borsod-Abaúj-Zemplén
3793,Sajóecseg,Borsod-Abaúj-Zemplén
3636,Sajógalgóc,Borsod-Abaúj-Zemplén
3576,Sajóhidvég,Borsod-Abaúj-Zemplén
3720,Sajóivánka,Borsod-Abaúj-Zemplén
3773,Sajókápolna,Borsod-Abaúj-Zemplén
3720,Sajókaza,Borsod-Abaúj-Zemplén
3791,Sajókeresztúr,Borsod-Abaúj-Zemplén
3572,Sajólád,Borsod-Abaúj-Zemplén
3773,Sajólászlófalva,Borsod-Abaúj-Zemplén
3656,Sajómercse,Borsod-Abaúj-Zemplén
3652,Sajónémeti,Borsod-Abaúj-Zemplén
3586,Sajóörös,Borsod-Abaúj-Zemplén
3714,Sajópálfala,Borsod-Abaúj-Zemplén
3573,Sajópetri,Borsod-Abaúj-Zemplén
3653,Sajópüspöki,Borsod-Abaúj-Zemplén
3712,Sajósenye,Borsod-Abaúj-Zemplén
3770,Sajószentpéter,Borsod-Abaúj-Zemplén
3599,Sajószöged,Borsod-Abaúj-Zemplén
3712,Sajóvámos,Borsod-Abaúj-Zemplén
3656,Sajóvelezd,Borsod-Abaúj-Zemplén
9632,Sajtoskál,Vas
8256,Salföld,Veszprém
3102,Salgótarján,Nógrád
3109,Salgótarján,Nógrád
3121,Salgótarján,Nógrád
3104,Salgótarján,Nógrád
3141,Salgótarján,Nógrád
3100,Salgótarján,Nógrád
9742,Salköveskút,Vas
8995,Salomvár,Zala
3425,Sály,Borsod-Abaúj-Zemplén
7841,Sámod,Baranya
3074,Sámsonháza,Nógrád
8824,Sand,Zala
6762,Sándorfalva,Csongrád
7479,Sántos,Somogy
4176,Sáp,Hajdú-Bihar
4272,Sáránd,Hajdú-Bihar
3942,Sárazsadány,Borsod-Abaúj-Zemplén
7018,Sárbogárd,Fejér
7019,Sárbogárd,Fejér
7003,Sárbogárd,Fejér
7000,Sárbogárd,Fejér
7014,Sáregres,Fejér
9813,Sárfimizdó,Vas
8944,Sárhida,Zala
2523,Sárisáp,Komárom-Esztergom
5720,Sarkad,Békés
5731,Sarkadkeresztúr,Békés
8051,Sárkeresztes,Fejér
8125,Sárkeresztúr,Fejér
8144,Sárkeszi,Fejér
8391,Sármellék,Zala
7781,Sárok,Baranya
2433,Sárosd,Fejér
3952,Sárospatak,Borsod-Abaúj-Zemplén
3950,Sárospatak,Borsod-Abaúj-Zemplén
7145,Sárpilis,Tolna
4171,Sárrétudvari,Hajdú-Bihar
9434,Sarród,Gyõr-Moson-Sopron
9435,Sarród,Gyõr-Moson-Sopron
8126,Sárszentágota,Fejér
7047,Sárszentlõrinc,Tolna
8141,Sárszentmihály,Fejér
8143,Sárszentmihály,Fejér
3386,Sarud,Heves
9609,Sárvár,Vas
9608,Sárvár,Vas
9600,Sárvár,Vas
7370,Sásd,Baranya
8308,Sáska,Veszprém
3659,Sáta,Borsod-Abaúj-Zemplén
3944,Sátoraljaújhely,Borsod-Abaúj-Zemplén
3945,Sátoraljaújhely,Borsod-Abaúj-Zemplén
3988,Sátoraljaújhely,Borsod-Abaúj-Zemplén
3980,Sátoraljaújhely,Borsod-Abaúj-Zemplén
7785,Sátorhely,Baranya
8732,Sávoly,Somogy
9789,Sé,Vas
7562,Segesd,Somogy
7960,Sellye,Baranya
3809,Selyeb,Borsod-Abaúj-Zemplén
3974,Semjén,Borsod-Abaúj-Zemplén
8862,Semjénháza,Zala
8788,Sénye,Zala
4533,Sényõ,Szabolcs-Szatmár-Bereg
8111,Seregélyes,Fejér
3729,Serényfalva,Borsod-Abaúj-Zemplén
8660,Sérsekszõlõs,Somogy
8439,Sikátor,Veszprém
7818,Siklós,Baranya
7800,Siklós,Baranya
7814,Siklósbodony,Baranya
7823,Siklósnagyfalu,Baranya
3881,Sima,Borsod-Abaúj-Zemplén
9633,Simaság,Vas
7474,Simonfa,Somogy
7081,Simontornya,Tolna
7171,Sióagárd,Tolna
8611,Siófok,Somogy
8609,Siófok,Somogy
8600,Siófok,Somogy
8652,Siójut,Somogy
3332,Sirok,Heves
9671,Sitke,Vas
9315,Sobor,Gyõr-Moson-Sopron
8897,Söjtör,Gyõr-Moson-Sopron
9112,Sokorópátka,Bács-Kiskun
6320,Solt,Bács-Kiskun
6223,Soltszentimre,Bács-Kiskun
6230,Soltvadkert,Veszprém
8193,Sóly,Pest
2083,Solymár,Somogy
8655,Som,Baranya
7728,Somberek,Veszprém
8478,Somlójenõ,Veszprém
8483,Somlószõlõs,Veszprém
8481,Somlóvásárhely,Veszprém
8484,Somlóvecse,Somogy
7454,Somodor,Somogy
7283,Somogyacsa,Baranya
7922,Somogyapáti,Somogy
7584,Somogyaracs,Somogy
7452,Somogyaszaló,Somogy
8684,Somogybabod,Somogy
8858,Somogybükkösd,Somogy
8726,Somogycsicsó,Somogy
7284,Somogydöröcske,Somogy
8666,Somogyegres,Somogy
8708,Somogyfajsz,Somogy
7455,Somogygeszti,Baranya
7925,Somogyhárságy,Baranya
7921,Somogyhatvan,Somogy
7443,Somogyjád,Somogy
8673,Somogymeggyes,Somogy
8733,Somogysámson,Somogy
7435,Somogysárd,Somogy
8737,Somogysimonyi,Somogy
8705,Somogyszentpál,Somogy
7276,Somogyszil,Somogy
7563,Somogyszob,Somogy
8683,Somogytúr,Somogy
7515,Somogyudvarhely,Somogy
8699,Somogyvámos,Somogy
8698,Somogyvár,Baranya
7924,Somogyviszló,Somogy
8734,Somogyzsitfa,Szabolcs-Szatmár-Bereg
4954,Sonkád,Fejér
8123,Soponya,Gyõr-Moson-Sopron
9494,Sopron,Gyõr-Moson-Sopron
9408,Sopron,Gyõr-Moson-Sopron
9407,Sopron,Gyõr-Moson-Sopron
9400,Sopron,Gyõr-Moson-Sopron
9463,Sopronhorpács,Gyõr-Moson-Sopron
9483,Sopronkövesd,Gyõr-Moson-Sopron
9325,Sopronnémeti,Vas
9743,Söpte,Vas
8072,Söréd,Zala
9774,Sorkifalud,Vas
9774,Sorkikápolna,Nógrád
8881,Sormás,Pest
9773,Sorokpolány,Borsod-Abaúj-Zemplén
3131,Sóshartyán,Baranya
2038,Sóskút,Vas
3716,Sóstófalva,Zala
7960,Sósvertike,Vas
9681,Sótony,Fejér
8096,Sukoró,Fejér
6346,Sükösd,Baranya
2242,Sülysáp,Komárom-Esztergom
2241,Sülysáp,Zala
8330,Sümeg,Bács-Kiskun
8357,Sümegcsehi,Pest
8351,Sümegprága,Pest
7960,Sumony,Veszprém
2889,Súr,Zala
8856,Surd,Veszprém
2543,Süttõ,Komárom-Esztergom
8151,Szabadbattyán,Fejér
2432,Szabadegyháza,Fejér
8139,Szabadhidvég,Fejér
8138,Szabadhidvég,Fejér
7253,Szabadi,Somogy
5712,Szabadkígyós,Békés
6080,Szabadszállás,Bács-Kiskun
7951,Szabadszentkirály,Baranya
7544,Szabás,Somogy
4467,Szabolcs,Szabolcs-Szatmár-Bereg
4547,Szabolcsbáka,Szabolcs-Szatmár-Bereg
4496,Szabolcsveresmart,Szabolcs-Szatmár-Bereg
2111,Szada,Pest
7383,Szágy,Baranya
7753,Szajk,Baranya
3334,Szajla,Heves
5081,Szajol,Jász-Nagykun-Szolnok
3786,Szakácsi,Borsod-Abaúj-Zemplén
7071,Szakadát,Tolna
3596,Szakáld,Borsod-Abaúj-Zemplén
7192,Szakály,Tolna
7213,Szakcs,Tolna
6336,Szakmár,Bács-Kiskun
9934,Szaknyér,Vas
4234,Szakoly,Szabolcs-Szatmár-Bereg
9474,Szakony,Gyõr-Moson-Sopron
9983,Szakonyfalu,Vas
2856,Szákszend,Komárom-Esztergom
9942,Szalafõ,Vas
7811,Szalánta,Baranya
8341,Szalapa,Zala
3863,Szalaszend,Borsod-Abaúj-Zemplén
7334,Szalatnak,Baranya
7121,Szálka,Tolna
6086,Szalkszentmárton,Bács-Kiskun
3163,Szalmatercs,Nógrád
3754,Szalonna,Borsod-Abaúj-Zemplén
4767,Szamosangyalos,Szabolcs-Szatmár-Bereg
4745,Szamosbecs,Szabolcs-Szatmár-Bereg
4721,Szamoskér,Szabolcs-Szatmár-Bereg
4735,Szamossályi,Szabolcs-Szatmár-Bereg
4824,Szamosszeg,Szabolcs-Szatmár-Bereg
4746,Szamostatárfalva,Szabolcs-Szatmár-Bereg
4734,Szamosújlak,Szabolcs-Szatmár-Bereg
2697,Szanda,Nógrád
6131,Szank,Bács-Kiskun
8622,Szántód,Somogy
9317,Szany,Gyõr-Moson-Sopron
8423,Szápár,Veszprém
7843,Szaporca,Baranya
2066,Szár,Fejér
7184,Szárász,Baranya
7063,Szárazd,Tolna
9353,Szárföld,Gyõr-Moson-Sopron
2067,Szárliget,Komárom-Esztergom
5540,Szarvas,Békés
3051,Szarvasgede,Nógrád
9913,Szarvaskend,Vas
5053,Szászberek,Jász-Nagykun-Szolnok
3821,Szászfa,Borsod-Abaúj-Zemplén
7349,Szászvár,Baranya
4945,Szatmárcseke,Szabolcs-Szatmár-Bereg
2656,Szátok,Nógrád
9938,Szatta,Vas
6763,Szatymaz,Csongrád
7813,Szava,Baranya
2440,Százhalombatta,Pest
7725,Szebény,Baranya
2692,Szécsénke,Nógrád
3170,Szécsény,Nógrád
3135,Szécsényfelfalu,Nógrád
8879,Szécsisziget,Zala
7751,Szederkény,Baranya
7056,Szedres,Tolna
6757,Szeged,Csongrád
6791,Szeged,Csongrád
6710,Szeged,Csongrád
6771,Szeged,Csongrád
6753,Szeged,Csongrád
6700,Szeged,Csongrád
6720,Szeged,Csongrád
6721,Szeged,Csongrád
6722,Szeged,Csongrád
6723,Szeged,Csongrád
6724,Szeged,Csongrád
6725,Szeged,Csongrád
6726,Szeged,Csongrád
6727,Szeged,Csongrád
6728,Szeged,Csongrád
6729,Szeged,Csongrád
8732,Szegerdõ,Somogy
5520,Szeghalom,Békés
3918,Szegi,Borsod-Abaúj-Zemplén
3918,Szegilong,Borsod-Abaúj-Zemplén
6635,Szegvár,Csongrád
4534,Székely,Szabolcs-Szatmár-Bereg
7737,Székelyszabar,Baranya
8019,Székesfehérvár,Fejér
8000,Székesfehérvár,Fejér
6821,Székkutas,Csongrád
7100,Szekszárd,Tolna
9622,Szeleste,Vas
5476,Szelevény,Jász-Nagykun-Szolnok
7661,Szellõ,Baranya
7763,Szemely,Baranya
9685,Szemenye,Vas
3866,Szemere,Borsod-Abaúj-Zemplén
2640,Szendehely,Nógrád
3752,Szendrõ,Borsod-Abaúj-Zemplén
3751,Szendrõlád,Borsod-Abaúj-Zemplén
7477,Szenna,Somogy
8849,Szenta,Somogy
8272,Szentantalfa,Veszprém
7472,Szentbalázs,Somogy
8281,Szentbékkálla,Veszprém
7918,Szentborbás,Somogy
7913,Szentdénes,Baranya
3259,Szentdomonkos,Heves
2655,Szente,Nógrád
7915,Szentegát,Baranya
2000,Szentendre,Pest
6600,Szentes,Csongrád
8444,Szentgál,Veszprém
7465,Szentgáloskér,Somogy
9981,Szentgotthárd,Vas
9955,Szentgotthárd,Vas
9970,Szentgotthárd,Vas
8393,Szentgyörgyvár,Zala
8975,Szentgyörgyvölgy,Zala
8475,Szentimrefalva,Veszprém
3418,Szentistván,Borsod-Abaúj-Zemplén
3844,Szentistvánbaksa,Borsod-Abaúj-Zemplén
8272,Szentjakabfa,Veszprém
7681,Szentkatalin,Baranya
6031,Szentkirály,Bács-Kiskun
8225,Szentkirályszabadja,Veszprém
8947,Szentkozmadombja,Zala
7936,Szentlászló,Baranya
8893,Szentliszló,Zala
7940,Szentlõrinc,Baranya
2255,Szentlõrinckáta,Pest
8872,Szentmargitfalva,Zala
2254,Szentmártonkáta,Pest
9799,Szentpéterfa,Vas
8953,Szentpéterfölde,Zala
4121,Szentpéterszeg,Hajdú-Bihar
8762,Szentpéterúr,Zala
8717,Szenyér,Somogy
8861,Szepetnek,Zala
9125,Szerecseny,Gyõr-Moson-Sopron
6512,Szeremle,Bács-Kiskun
3900,Szerencs,Borsod-Abaúj-Zemplén
4162,Szerep,Hajdú-Bihar
4163,Szerep,Hajdú-Bihar
9523,Szergény,Vas
2321,Szigetbecse,Pest
2317,Szigetcsép,Pest
2315,Szigethalom,Pest
2015,Szigetmonostor,Pest
2318,Szigetszentmárton,Pest
2310,Szigetszentmiklós,Pest
2319,Szigetújfalu,Pest
7900,Szigetvár,Baranya
8264,Szigliget,Veszprém
3377,Szihalom,Heves
8969,Szijártóháza,Zala
3800,Szikszó,Borsod-Abaúj-Zemplén
9326,Szil,Gyõr-Moson-Sopron
7664,Szilágy,Baranya
3125,Szilaspogony,Nógrád
9312,Szilsárkány,Gyõr-Moson-Sopron
8986,Szilvágy,Zala
7811,Szilvás,Baranya
7477,Szilvásszentmárton,Heves
3348,Szilvásvárad,Somogy
3761,Szin,Borsod-Abaúj-Zemplén
3761,Szinpetri,Borsod-Abaúj-Zemplén
3044,Szirák,Nógrád
3711,Szirmabesenyõ,Borsod-Abaúj-Zemplén
2628,Szob,Pest
8452,Szõc,Pest
9935,Szõce,Somogy
2134,Szõd,Jász-Nagykun-Szolnok
2133,Szõdliget,Jász-Nagykun-Szolnok
3762,Szögliget,Vas
7833,Szõke,Vas
7763,Szõkéd,Vas
8736,Szõkedencs,Komárom-Esztergom
2624,Szokolya,Borsod-Abaúj-Zemplén
8625,Szólád,Komárom-Esztergom
5008,Szolnok,Somogy
5000,Szolnok,Veszprém
3757,Szõlõsardó,Vas
8692,Szõlõsgyörök,Pest
9707,Szombathely,Pest
9719,Szombathely,Borsod-Abaúj-Zemplén
9700,Szombathely,Baranya
2896,Szomód,Baranya
3411,Szomolya,Somogy
2822,Szomor,Borsod-Abaúj-Zemplén
7976,Szörény,Somogy
7285,Szorosad,Baranya
3341,Szúcs,Heves
3034,Szûcsi,Nógrád
2699,Szügy,Borsod-Abaúj-Zemplén
3154,Szuha,Borsod-Abaúj-Zemplén
3726,Szuhafõ,Borsod-Abaúj-Zemplén
3731,Szuhakálló,Baranya
3734,Szuhogy,Somogy
7932,Szulimán,Nógrád
7539,Szulok,Heves
7735,Szûr,Nógrád
3064,Szurdokpüspöki,Baranya
8660,Tab,Somogy
8088,Tabajd,Fejér
6224,Tabdi,Bács-Kiskun
2381,Táborfalva,Pest
8121,Tác,Fejér
8272,Tagyon,Veszprém
2022,Tahitótfalu,Pest
2021,Tahitótfalu,Pest
8541,Takácsi,Veszprém
4845,Tákos,Szabolcs-Szatmár-Bereg
2335,Taksony,Pest
3926,Taktabáj,Borsod-Abaúj-Zemplén
3922,Taktaharkány,Borsod-Abaúj-Zemplén
3924,Taktakenéz,Borsod-Abaúj-Zemplén
3921,Taktaszada,Borsod-Abaúj-Zemplén
8295,Taliándörögd,Veszprém
3907,Tállya,Borsod-Abaúj-Zemplén
7091,Tamási,Tolna
7090,Tamási,Tolna
9762,Tanakajd,Vas
9095,Táp,Gyõr-Moson-Sopron
2764,Tápióbicske,Pest
2767,Tápiógyörgye,Pest
2253,Tápióság,Pest
2251,Tápiószecsõ,Pest
2766,Tápiószele,Pest
2711,Tápiószentmárton,Pest
2769,Tápiószõlõs,Pest
9761,Táplánszentkereszt,Vas
8297,Tapolca,Veszprém
8300,Tapolca,Veszprém
8718,Tapsony,Somogy
9094,Tápszentmiklós,Gyõr-Moson-Sopron
3073,Tar,Nógrád
7514,Tarany,Somogy
3915,Tarcal,Borsod-Abaúj-Zemplén
3416,Tard,Borsod-Abaúj-Zemplén
3644,Tardona,Borsod-Abaúj-Zemplén
2834,Tardos,Komárom-Esztergom
5641,Tarhos,Békés
2831,Tarján,Komárom-Esztergom
9092,Tarjánpuszta,Gyõr-Moson-Sopron
2945,Tárkány,Komárom-Esztergom
3369,Tarnabod,Heves
3258,Tarnalelesz,Heves
3284,Tarnaméra,Heves
3294,Tarnaörs,Heves
3331,Tarnaszentmária,Heves
3382,Tarnaszentmiklós,Heves
3283,Tarnazsadány,Heves
2461,Tárnok,Pest
9165,Tárnokréti,Gyõr-Moson-Sopron
4931,Tarpa,Szabolcs-Szatmár-Bereg
7362,Tarrós,Baranya
8696,Táska,Somogy
6098,Tass,Bács-Kiskun
7261,Taszár,Somogy
2534,Tát,Komárom-Esztergom
2835,Tata,Komárom-Esztergom
2890,Tata,Komárom-Esztergom
2800,Tatabánya,Komárom-Esztergom
6451,Tataháza,Bács-Kiskun
2375,Tatárszentgyörgy,Pest
6236,Tázlár,Bács-Kiskun
4243,Téglás,Hajdú-Bihar
7381,Tékes,Baranya
7973,Teklafalu,Baranya
9812,Telekes,Vas
5675,Telekgerendás,Békés
8626,Teleki,Somogy
2089,Telki,Pest
3896,Telkibánya,Borsod-Abaúj-Zemplén
7054,Tengelic,Tolna
7834,Tengeri,Baranya
8668,Tengõd,Somogy
3359,Tenk,Heves
9111,Tényõ,Gyõr-Moson-Sopron
4132,Tépe,Hajdú-Bihar
4342,Terem,Szabolcs-Szatmár-Bereg
2696,Terény,Nógrád
2652,Tereske,Nógrád
3757,Teresztenye,Borsod-Abaúj-Zemplén
3334,Terpes,Heves
8109,Tés,Veszprém
2635,Tésa,Pest
7843,Tésenfa,Baranya
7834,Téseny,Baranya
8991,Teskánd,Zala
9100,Tét,Gyõr-Moson-Sopron
4184,Tetétlen,Hajdú-Bihar
7181,Tevel,Tolna
3423,Tibolddaróc,Borsod-Abaúj-Zemplén
4353,Tiborszállás,Szabolcs-Szatmár-Bereg
8237,Tihany,Veszprém
8731,Tikos,Somogy
8782,Tilaj,Zala
4466,Timár,Szabolcs-Szatmár-Bereg
2086,Tinnye,Pest
4833,Tiszaadony,Szabolcs-Szatmár-Bereg
6066,Tiszaalpár,Bács-Kiskun
6067,Tiszaalpár,Bács-Kiskun
3465,Tiszabábolna,Borsod-Abaúj-Zemplén
4951,Tiszabecs,Szabolcs-Szatmár-Bereg
4474,Tiszabercel,Szabolcs-Szatmár-Bereg
4624,Tiszabezdéd,Szabolcs-Szatmár-Bereg
5232,Tiszabõ,Jász-Nagykun-Szolnok
5235,Tiszabura,Jász-Nagykun-Szolnok
4947,Tiszacsécse,Szabolcs-Szatmár-Bereg
4066,Tiszacsege,Hajdú-Bihar
3972,Tiszacsermely,Borsod-Abaúj-Zemplén
4455,Tiszadada,Szabolcs-Szatmár-Bereg
5243,Tiszaderzs,Jász-Nagykun-Szolnok
4456,Tiszadob,Szabolcs-Szatmár-Bereg
3466,Tiszadorogma,Borsod-Abaúj-Zemplén
4446,Tiszaeszlár,Szabolcs-Szatmár-Bereg
4464,Tiszaeszlár,Szabolcs-Szatmár-Bereg
5461,Tiszaföldvár,Jász-Nagykun-Szolnok
5430,Tiszaföldvár,Jász-Nagykun-Szolnok
5359,Tiszafüred,Jász-Nagykun-Szolnok
5358,Tiszafüred,Jász-Nagykun-Szolnok
5244,Tiszafüred,Jász-Nagykun-Szolnok
5350,Tiszafüred,Jász-Nagykun-Szolnok
5233,Tiszagyenda,Jász-Nagykun-Szolnok
4097,Tiszagyulaháza,Hajdú-Bihar
5361,Tiszaigar,Jász-Nagykun-Szolnok
5464,Tiszainoka,Jász-Nagykun-Szolnok
